ContentID,UserID,Type,Datetime,ContentType,Content,Sentiment,Score,,ContentID,UserID,ContentType,Category,,,Type,Sentiment,Score
839d117b-c764-4930-99f2-a6e4d1b47790,274ac4ac-395a-4f70-90e5-9771ac3db11b,heart,11/20/2020 03:32,video,fitness,positive,5,,,,,,,,,,
1a69604e-95a0-4b91-8051-f3730b7e009b,274ac4ac-395a-4f70-90e5-9771ac3db11b,like,07/01/2020 12:31,GIF,tennis,positive,20,,,,,,,,,,
a3d563e1-c7a6-4367-9195-cddc36863735,274ac4ac-395a-4f70-90e5-9771ac3db11b,cherish,2/19/202110:24:00AM,photo,tennis,positive,70,,,,,,,,,,
7fe36d94-8867-4719-9c62-60b077cf5973,274ac4ac-395a-4f70-90e5-9771ac3db11b,dislike,11/18/2020 04:30,video,fitness,negative,0,,,,,,,,,,
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,274ac4ac-395a-4f70-90e5-9771ac3db11b,hate,05/11/2021 04:02,GIF,tennis,negative,5,,,,,,,,,,
4e659bd8-44b6-41a3-893c-c528474a29c9,274ac4ac-395a-4f70-90e5-9771ac3db11b,adore,12/30/2020 12:23,photo,fitness,positive,72,,,,,,,,,,
dfdf6d34-e60b-4d21-9973-4bf07769be78,274ac4ac-395a-4f70-90e5-9771ac3db11b,love,02/25/2021 00:32,video,studying,positive,65,,,,,,,,,,
ad8bc9be-50a3-491a-b240-49b8f573238e,274ac4ac-395a-4f70-90e5-9771ac3db11b,worried,11/19/2020 00:35,photo,travel,negative,12,,,,,,,,,,
ad8bc9be-50a3-491a-b240-49b8f573238e,274ac4ac-395a-4f70-90e5-9771ac3db11b,indifferent,10/09/2020 11:02,photo,travel,neutral,5,,,,,,,,,,
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,274ac4ac-395a-4f70-90e5-9771ac3db11b,indifferent,05/13/2021 23:29,audio,public speaking,neutral,5,,,,,,,,,,
501b2f88-999b-4ad9-b2f5-4b9c36a31259,274ac4ac-395a-4f70-90e5-9771ac3db11b,heart,11/07/2020 17:20,photo,fitness,positive,5,,,,,,,,,,
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,274ac4ac-395a-4f70-90e5-9771ac3db11b,disgust,09/27/2020 17:27,audio,public speaking,negative,0,,,,,,,,,,
86f4e4df-636a-48f5-bb66-03ea4fd00214,274ac4ac-395a-4f70-90e5-9771ac3db11b,dislike,08/13/2020 05:53,photo,veganism,negative,0,,,,,,,,,,
9a2c328f-16aa-490c-8ca2-c7deaa90db3f,274ac4ac-395a-4f70-90e5-9771ac3db11b,adore,12/21/2020 13:03,video,dogs,positive,72,,,,,,,,,,
8477eb49-08fd-44c3-a238-a13ee8cc5be8,274ac4ac-395a-4f70-90e5-9771ac3db11b,love,05/19/2021 04:47,video,fitness,positive,65,,,,,,,,,,
d200b97e-f661-4502-80d1-1e458816d558,274ac4ac-395a-4f70-90e5-9771ac3db11b,interested,08/03/2020 17:46,video,studying,positive,30,,,,,,,,,,
4c598198-bd8b-4b86-8440-b8ecba62abe7,274ac4ac-395a-4f70-90e5-9771ac3db11b,interested,02/20/2021 02:54,photo,fitness,positive,30,,,,,,,,,,
1c77e474-0cc6-40ac-b48b-cbc511bffc77,274ac4ac-395a-4f70-90e5-9771ac3db11b,interested,09/04/2020 21:33,GIF,tennis,positive,30,,,,,,,,,,
a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,274ac4ac-395a-4f70-90e5-9771ac3db11b,indifferent,01/05/2021 14:47,photo,tennis,neutral,5,,,,,,,,,,
888660b0-7dd8-4983-858a-101cd03d392b,274ac4ac-395a-4f70-90e5-9771ac3db11b,disgust,09/15/2020 10:49,photo,veganism,negative,0,,,,,,,,,,
ed28489e-90b0-4daa-a1fa-22170cdc89d5,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,07/07/2020 09:28,video,studying,#N/A,65,,,,,,,,,,
2d7084fb-b457-4813-829f-73911025eeaa,274ac4ac-395a-4f70-90e5-9771ac3db11b,cherish,8/18/20206:53:00PM,GIF,veganism,positive,70,,,,,,,,,,
ab07c995-56e6-462c-9325-bd4a2ffd8c39,274ac4ac-395a-4f70-90e5-9771ac3db11b,indifferent,10/18/2020 05:40,photo,travel,neutral,5,,,,,,,,,,
f7b57d86-228b-4777-be51-dde8702f7b4c,274ac4ac-395a-4f70-90e5-9771ac3db11b,worried,09/14/2020 16:53,video,studying,negative,12,,,,,,,,,,
d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,274ac4ac-395a-4f70-90e5-9771ac3db11b,disgust,10/29/2020 04:07,video,studying,negative,0,,,,,,,,,,
b62831cc-7447-465b-9c58-1fc659b17310,274ac4ac-395a-4f70-90e5-9771ac3db11b,intrigued,02/05/2021 06:09,photo,travel,positive,20,,,,,,,,,,
520450a4-c852-4a4e-9383-30657dd07533,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,06/16/2021 00:14,photo,fitness,#N/A,65,,,,,,,,,,
e1792fe6-28e0-49fc-8b01-0e027461d8b5,274ac4ac-395a-4f70-90e5-9771ac3db11b,dislike,07/01/2020 17:02,video,studying,negative,0,,,,,,,,,,
3fc1f583-ce7e-4cfe-b891-d16976953fda,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,11/03/2020 17:58,GIF,veganism,#N/A,65,,,,,,,,,,
475541da-3402-4d0e-9df5-0da198f8fc9c,274ac4ac-395a-4f70-90e5-9771ac3db11b,dislike,01/26/2021 12:53,GIF,veganism,negative,0,,,,,,,,,,
17e3a8c5-ecb6-445d-8b69-f8c202d08549,274ac4ac-395a-4f70-90e5-9771ac3db11b,scared,10/22/2020 12:02,GIF,tennis,negative,65,,,,,,,,,,
2297a93f-370d-47e7-8df3-3d464b3a0c0a,274ac4ac-395a-4f70-90e5-9771ac3db11b,indifferent,11/01/2020 17:51,GIF,tennis,neutral,5,,,,,,,,,,
b0782637-2604-40f7-8fc6-5e7d9ffd2255,274ac4ac-395a-4f70-90e5-9771ac3db11b,hate,10/03/2020 23:35,photo,travel,negative,5,,,,,,,,,,
049c926f-9095-4bb2-a464-666a68257f61,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,02/14/2021 22:45,video,food,#N/A,65,,,,,,,,,,
94f8ffbb-d888-4713-8cdd-ea57466d88b2,274ac4ac-395a-4f70-90e5-9771ac3db11b,cherish,9/15/202012:35:00AM,video,dogs,positive,70,,,,,,,,,,
6c8d057d-756a-41dd-afef-bf73adffbdf4,274ac4ac-395a-4f70-90e5-9771ac3db11b,cherish,7/4/20205:23:00AM,photo,fitness,positive,70,,,,,,,,,,
fa39acec-96b1-441d-8f85-16dfb44bdfba,274ac4ac-395a-4f70-90e5-9771ac3db11b,scared,07/11/2020 06:29,video,studying,negative,65,,,,,,,,,,
abae4f43-2356-4c6b-b51d-d2acf4644956,274ac4ac-395a-4f70-90e5-9771ac3db11b,cherish,5/20/202112:09:00AM,photo,travel,positive,70,,,,,,,,,,
52be2c2f-be1f-4cda-a2d6-5c147c018115,274ac4ac-395a-4f70-90e5-9771ac3db11b,heart,10/08/2020 00:42,photo,fitness,positive,5,,,,,,,,,,
217f4060-b378-4d79-992f-20502d407f7c,274ac4ac-395a-4f70-90e5-9771ac3db11b,peeking,07/14/2020 17:50,GIF,tennis,neutral,65,,,,,,,,,,
03ed0e2b-bd63-4079-8910-62c187526ca0,274ac4ac-395a-4f70-90e5-9771ac3db11b,love,04/29/2021 17:52,video,food,positive,65,,,,,,,,,,
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,286516cf-d236-40de-8d28-7d0bd173125d,worried,03/05/2021 13:41,GIF,tennis,negative,12,,,,,,,,,,
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,286516cf-d236-40de-8d28-7d0bd173125d,worried,05/30/2021 22:03,photo,fitness,negative,12,,,,,,,,,,
433607b3-eeb4-48b8-9263-9805c1b89d55,286516cf-d236-40de-8d28-7d0bd173125d,cherish,2/28/20218:38:00PM,GIF,veganism,positive,70,,,,,,,,,,
429632b9-88c0-4163-a7ed-4272a04f7838,286516cf-d236-40de-8d28-7d0bd173125d,disgust,03/11/2021 18:34,GIF,veganism,negative,0,,,,,,,,,,
b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,286516cf-d236-40de-8d28-7d0bd173125d,love,05/18/2021 11:43,photo,travel,positive,65,,,,,,,,,,
0e2169f4-b881-42d0-b99c-034b32f83504,286516cf-d236-40de-8d28-7d0bd173125d,scared,10/21/2020 02:41,GIF,tennis,negative,65,,,,,,,,,,
d03efe68-5986-48c4-8767-93b8f5881004,286516cf-d236-40de-8d28-7d0bd173125d,love,09/05/2020 17:18,video,studying,positive,65,,,,,,,,,,
11b96207-c1c5-4083-948d-2942684aae0d,286516cf-d236-40de-8d28-7d0bd173125d,peeking,03/11/2021 16:07,GIF,tennis,neutral,65,,,,,,,,,,
9ee8836d-af4b-46ad-8869-4e0b1dedff7d,286516cf-d236-40de-8d28-7d0bd173125d,super love,05/18/2021 18:06,photo,tennis,#N/A,65,,,,,,,,,,
915505a1-6d75-4894-8200-0f088c19431b,286516cf-d236-40de-8d28-7d0bd173125d,want,05/04/2021 09:48,video,dogs,positive,15,,,,,,,,,,
89cf06bc-e921-4cfd-bd16-d071757d90a2,286516cf-d236-40de-8d28-7d0bd173125d,intrigued,05/21/2021 10:05,video,dogs,positive,20,,,,,,,,,,
af6c5966-dfe7-460b-9853-62ed9f18aed4,286516cf-d236-40de-8d28-7d0bd173125d,disgust,12/09/2020 05:32,photo,travel,negative,0,,,,,,,,,,
f5068d8a-d4ba-49ee-8f30-716c1ec57e04,286516cf-d236-40de-8d28-7d0bd173125d,intrigued,02/21/2021 12:00,video,studying,positive,20,,,,,,,,,,
4fd0ef9a-008d-4b61-9a78-4b0257281140,286516cf-d236-40de-8d28-7d0bd173125d,indifferent,08/05/2020 02:39,photo,fitness,neutral,5,,,,,,,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,286516cf-d236-40de-8d28-7d0bd173125d,scared,12/13/2020 05:49,photo,fitness,negative,65,,,,,,,,,,
e3cd0095-28c9-4f10-b04c-77b4e38bb85a,286516cf-d236-40de-8d28-7d0bd173125d,love,05/29/2021 02:57,video,studying,positive,65,,,,,,,,,,
e3bb5693-091c-47de-b4b7-78e28b5fbb98,286516cf-d236-40de-8d28-7d0bd173125d,scared,07/22/2020 10:32,video,studying,negative,65,,,,,,,,,,
327dd631-2d6b-4acb-b0a7-804cda5009b2,286516cf-d236-40de-8d28-7d0bd173125d,peeking,09/28/2020 08:35,GIF,veganism,neutral,65,,,,,,,,,,
c2fbcf27-369b-4385-925a-ca2eca1403c1,286516cf-d236-40de-8d28-7d0bd173125d,hate,07/02/2020 02:47,video,studying,negative,5,,,,,,,,,,
22cdf77b-00c8-41c3-ad59-333c3e751e2c,286516cf-d236-40de-8d28-7d0bd173125d,peeking,12/11/2020 09:08,GIF,tennis,neutral,65,,,,,,,,,,
3fc1f583-ce7e-4cfe-b891-d16976953fda,286516cf-d236-40de-8d28-7d0bd173125d,intrigued,08/07/2020 03:30,GIF,veganism,positive,20,,,,,,,,,,
292051b5-b835-4a60-962a-bddf10da82bd,286516cf-d236-40de-8d28-7d0bd173125d,peeking,07/06/2020 23:41,GIF,tennis,neutral,65,,,,,,,,,,
c582f515-4d90-4ae6-9ab7-059fdbd7956c,286516cf-d236-40de-8d28-7d0bd173125d,like,11/05/2020 18:45,video,studying,positive,20,,,,,,,,,,
a168836d-7a74-41e2-a8ae-809fa556c8a0,286516cf-d236-40de-8d28-7d0bd173125d,dislike,12/03/2020 16:55,photo,tennis,negative,0,,,,,,,,,,
3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,286516cf-d236-40de-8d28-7d0bd173125d,peeking,12/18/2020 04:46,GIF,veganism,neutral,65,,,,,,,,,,
c3d1c36d-2ad9-45ce-be49-51c103351e62,286516cf-d236-40de-8d28-7d0bd173125d,cherish,7/15/202011:59:00PM,video,studying,positive,70,,,,,,,,,,
a739e02a-5d83-4e0e-b306-740652cf700a,286516cf-d236-40de-8d28-7d0bd173125d,hate,12/15/2020 05:05,photo,travel,negative,5,,,,,,,,,,
c9b2829f-278c-4acd-a895-cf0bd337d36f,286516cf-d236-40de-8d28-7d0bd173125d,hate,01/25/2021 17:02,video,studying,negative,5,,,,,,,,,,
ec69ad7c-c57b-4d10-ad0f-930ff10bf687,286516cf-d236-40de-8d28-7d0bd173125d,like,08/27/2020 16:25,video,studying,positive,20,,,,,,,,,,
bfc26d2d-b5e5-415a-b104-64befef2f52a,286516cf-d236-40de-8d28-7d0bd173125d,intrigued,11/29/2020 07:51,audio,public speaking,positive,20,,,,,,,,,,
aa1f824d-9df0-4b4c-a49e-0cfb7e244122,286516cf-d236-40de-8d28-7d0bd173125d,interested,10/16/2020 22:01,photo,travel,positive,30,,,,,,,,,,
abae4f43-2356-4c6b-b51d-d2acf4644956,286516cf-d236-40de-8d28-7d0bd173125d,like,02/26/2021 15:12,photo,travel,positive,20,,,,,,,,,,
50c0f441-fde5-48bd-ba40-46f23b8cf862,286516cf-d236-40de-8d28-7d0bd173125d,peeking,12/08/2020 23:51,photo,fitness,neutral,65,,,,,,,,,,
217f4060-b378-4d79-992f-20502d407f7c,286516cf-d236-40de-8d28-7d0bd173125d,heart,09/22/2020 05:11,GIF,tennis,positive,5,,,,,,,,,,
f3e9785c-d4e0-4258-a876-4d58ddb38790,286516cf-d236-40de-8d28-7d0bd173125d,disgust,02/02/2021 22:33,video,studying,negative,0,,,,,,,,,,
435007a5-6261-4d8b-b0a4-55fdc189754b,286516cf-d236-40de-8d28-7d0bd173125d,heart,02/07/2021 19:05,GIF,veganism,positive,5,,,,,,,,,,
9f737e0a-3cdd-4d29-9d24-753f4e3be810,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,08/20/2020 18:17,photo,tennis,neutral,65,,,,,,,,,,
388bd9db-9d10-4f47-87c4-6db46e83bc95,289044c8-e74c-4814-898a-b3b5eba6e46e,cherish,4/14/20217:59:00PM,GIF,veganism,positive,70,,,,,,,,,,
78d0075f-895c-4a15-a35c-a921e2bb2cea,289044c8-e74c-4814-898a-b3b5eba6e46e,hate,01/22/2021 15:32,video,tennis,negative,5,,,,,,,,,,
2920dccb-e06f-49fc-8049-b6d4164dfe84,289044c8-e74c-4814-898a-b3b5eba6e46e,intrigued,03/14/2021 19:23,GIF,veganism,positive,20,,,,,,,,,,
f08bdab2-b888-484e-8fd9-919e6ed86c12,289044c8-e74c-4814-898a-b3b5eba6e46e,want,10/01/2020 06:49,video,studying,positive,15,,,,,,,,,,
0adb9a94-210a-4e84-bca1-13db9452ff0e,289044c8-e74c-4814-898a-b3b5eba6e46e,disgust,04/08/2021 01:19,video,food,negative,0,,,,,,,,,,
af7971aa-5fd5-41d3-b6c3-583704a705a2,289044c8-e74c-4814-898a-b3b5eba6e46e,super love,09/13/2020 14:39,photo,travel,#N/A,65,,,,,,,,,,
de9796a6-d19d-4c41-a965-7aa4dcc69fee,289044c8-e74c-4814-898a-b3b5eba6e46e,dislike,02/26/2021 09:45,video,studying,negative,0,,,,,,,,,,
b56a9e24-d0f2-4599-b893-c2889a15e1d6,289044c8-e74c-4814-898a-b3b5eba6e46e,heart,05/16/2021 09:09,photo,travel,positive,5,,,,,,,,,,
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,289044c8-e74c-4814-898a-b3b5eba6e46e,heart,05/19/2021 03:38,video,fitness,positive,5,,,,,,,,,,
27fffa3e-000d-4f29-9358-5b0d2280d18c,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,02/14/2021 20:39,GIF,tennis,neutral,65,,,,,,,,,,
8f12f846-7528-4516-aa7c-f937d868c904,289044c8-e74c-4814-898a-b3b5eba6e46e,intrigued,03/20/2021 22:06,video,dogs,positive,20,,,,,,,,,,
636e6499-b670-4cd4-a829-2c4c9e07db2a,289044c8-e74c-4814-898a-b3b5eba6e46e,heart,09/09/2020 12:14,photo,fitness,positive,5,,,,,,,,,,
962e5969-cd65-4670-a2ae-b0266908426b,289044c8-e74c-4814-898a-b3b5eba6e46e,indifferent,07/20/2020 01:10,video,dogs,neutral,5,,,,,,,,,,
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,289044c8-e74c-4814-898a-b3b5eba6e46e,dislike,01/03/2021 05:06,video,studying,negative,0,,,,,,,,,,
89cf06bc-e921-4cfd-bd16-d071757d90a2,289044c8-e74c-4814-898a-b3b5eba6e46e,interested,08/14/2020 08:36,video,dogs,positive,30,,,,,,,,,,
3a7b85dd-717e-4460-8144-498fdbc9380c,289044c8-e74c-4814-898a-b3b5eba6e46e,worried,01/12/2021 05:07,GIF,veganism,negative,12,,,,,,,,,,
03e51c25-cba9-471b-b627-f15550b83fca,289044c8-e74c-4814-898a-b3b5eba6e46e,like,06/28/2020 22:08,video,food,positive,20,,,,,,,,,,
46bd9a52-6547-457f-87fa-0e434e5bc61c,289044c8-e74c-4814-898a-b3b5eba6e46e,want,05/15/2021 02:19,GIF,veganism,positive,15,,,,,,,,,,
bc1f22da-d7b2-49d8-a6f1-1132776b4b18,289044c8-e74c-4814-898a-b3b5eba6e46e,hate,07/06/2020 05:31,audio,public speaking,negative,5,,,,,,,,,,
1517abf6-67ed-47e1-9b9b-7e79a23a4d22,289044c8-e74c-4814-898a-b3b5eba6e46e,want,04/29/2021 21:29,GIF,tennis,positive,15,,,,,,,,,,
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,289044c8-e74c-4814-898a-b3b5eba6e46e,love,11/11/2020 08:32,GIF,tennis,positive,65,,,,,,,,,,
09bb0893-a05b-49bc-95ec-1e158577bf13,289044c8-e74c-4814-898a-b3b5eba6e46e,cherish,6/17/20215:04:00AM,video,food,positive,70,,,,,,,,,,
a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,289044c8-e74c-4814-898a-b3b5eba6e46e,heart,07/14/2020 19:05,photo,tennis,positive,5,,,,,,,,,,
3af75639-bdaf-4461-b630-d212e7fb4f30,289044c8-e74c-4814-898a-b3b5eba6e46e,love,12/31/2020 00:59,GIF,veganism,positive,65,,,,,,,,,,
a8e72f75-bebc-42b4-a3c7-deb8a2412878,289044c8-e74c-4814-898a-b3b5eba6e46e,super love,07/11/2020 02:41,photo,travel,#N/A,65,,,,,,,,,,
f7b57d86-228b-4777-be51-dde8702f7b4c,289044c8-e74c-4814-898a-b3b5eba6e46e,cherish,10/16/202011:31:00AM,video,studying,positive,70,,,,,,,,,,
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,289044c8-e74c-4814-898a-b3b5eba6e46e,hate,06/16/2021 10:33,photo,fitness,negative,5,,,,,,,,,,
1c6be4a3-85ae-48da-81ff-44262690af51,289044c8-e74c-4814-898a-b3b5eba6e46e,want,03/27/2021 00:01,GIF,tennis,positive,15,,,,,,,,,,
116451da-4b67-4bcb-b43b-b19a914e0d36,289044c8-e74c-4814-898a-b3b5eba6e46e,scared,10/28/2020 22:17,GIF,tennis,negative,65,,,,,,,,,,
b3c0379a-b71a-4f6f-9fde-ceb636739633,289044c8-e74c-4814-898a-b3b5eba6e46e,love,01/08/2021 18:45,photo,travel,positive,65,,,,,,,,,,
10683ab8-914b-43ae-ad2d-b2fd6a48dc33,289044c8-e74c-4814-898a-b3b5eba6e46e,adore,12/12/2020 20:53,GIF,tennis,positive,72,,,,,,,,,,
22cdf77b-00c8-41c3-ad59-333c3e751e2c,289044c8-e74c-4814-898a-b3b5eba6e46e,like,05/25/2021 11:34,GIF,tennis,positive,20,,,,,,,,,,
b0dd04df-83a1-470f-80ad-bb173a5e44bc,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,11/12/2020 03:10,photo,travel,neutral,65,,,,,,,,,,
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,289044c8-e74c-4814-898a-b3b5eba6e46e,adore,03/12/2021 13:13,photo,travel,positive,72,,,,,,,,,,
6b2db46f-f733-4b56-af09-0ed7bb232ed4,289044c8-e74c-4814-898a-b3b5eba6e46e,hate,02/06/2021 08:40,photo,fitness,negative,5,,,,,,,,,,
292051b5-b835-4a60-962a-bddf10da82bd,289044c8-e74c-4814-898a-b3b5eba6e46e,cherish,12/8/20209:26:00PM,GIF,tennis,positive,70,,,,,,,,,,
8ec8db61-8bea-440b-88ee-f1f593eb4a7f,289044c8-e74c-4814-898a-b3b5eba6e46e,scared,09/08/2020 19:01,video,dogs,negative,65,,,,,,,,,,
e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,289044c8-e74c-4814-898a-b3b5eba6e46e,super love,11/29/2020 07:55,video,studying,#N/A,65,,,,,,,,,,
25c36533-1de5-4d82-879b-86180503cf8d,289044c8-e74c-4814-898a-b3b5eba6e46e,cherish,11/19/20202:07:00AM,GIF,tennis,positive,70,,,,,,,,,,
7c47e333-da29-4be9-8156-2e5f75a991e1,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,06/05/2021 00:21,video,fitness,neutral,65,,,,,,,,,,
6cbac852-fec6-49e2-95db-d62edeb477d0,289044c8-e74c-4814-898a-b3b5eba6e46e,adore,02/25/2021 20:05,photo,fitness,positive,72,,,,,,,,,,
4304a382-1527-4e7d-af7b-691d976f9ad4,289044c8-e74c-4814-898a-b3b5eba6e46e,indifferent,12/07/2020 15:30,GIF,veganism,neutral,5,,,,,,,,,,
3ca5a22f-aebc-4421-a960-d787d732f1ec,289044c8-e74c-4814-898a-b3b5eba6e46e,dislike,06/26/2020 03:43,GIF,veganism,negative,0,,,,,,,,,,
b3b384bf-3a17-4ccb-ba86-583dede8fe3c,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,05/12/2021 11:54,photo,travel,neutral,65,,,,,,,,,,
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,289044c8-e74c-4814-898a-b3b5eba6e46e,interested,08/18/2020 11:20,GIF,tennis,positive,30,,,,,,,,,,
4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,289044c8-e74c-4814-898a-b3b5eba6e46e,want,09/04/2020 20:46,photo,fitness,positive,15,,,,,,,,,,
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,289044c8-e74c-4814-898a-b3b5eba6e46e,hate,10/18/2020 19:06,photo,fitness,negative,5,,,,,,,,,,
5fefd228-c550-4023-b767-ec8aa62de850,289044c8-e74c-4814-898a-b3b5eba6e46e,adore,10/22/2020 02:42,photo,fitness,positive,72,,,,,,,,,,
2771fa81-b26c-4e11-86ac-90e85faf4981,289044c8-e74c-4814-898a-b3b5eba6e46e,dislike,07/05/2020 08:31,GIF,tennis,negative,0,,,,,,,,,,
25c8f882-464d-4465-9ed2-e7f7706c1775,289044c8-e74c-4814-898a-b3b5eba6e46e,want,09/09/2020 23:14,GIF,tennis,positive,15,,,,,,,,,,
8fe92544-5c15-4f77-bc40-c6e4b7d13674,289044c8-e74c-4814-898a-b3b5eba6e46e,worried,07/28/2020 02:35,video,dogs,negative,12,,,,,,,,,,
54e29395-9eba-4945-abee-cad58cbab090,289044c8-e74c-4814-898a-b3b5eba6e46e,peeking,07/27/2020 21:57,photo,fitness,neutral,65,,,,,,,,,,
331fad49-0e33-4676-8e2d-51ec52e86625,289044c8-e74c-4814-898a-b3b5eba6e46e,super love,01/28/2021 04:11,GIF,veganism,#N/A,65,,,,,,,,,,
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,2941011b-f214-4430-8a14-e791ed0805bb,super love,01/19/2021 03:07,video,fitness,#N/A,65,,,,,,,,,,
f98dde71-ce1d-4f6c-bb05-ae05779d2207,2941011b-f214-4430-8a14-e791ed0805bb,indifferent,03/13/2021 16:37,video,studying,neutral,5,,,,,,,,,,
78d0075f-895c-4a15-a35c-a921e2bb2cea,2941011b-f214-4430-8a14-e791ed0805bb,like,08/09/2020 19:37,video,tennis,positive,20,,,,,,,,,,
74718bbf-e5a3-442f-8ca2-4a3428757fc1,2941011b-f214-4430-8a14-e791ed0805bb,adore,09/21/2020 12:23,photo,fitness,positive,72,,,,,,,,,,
07f88a73-aef2-45fd-8b5d-418e448b853d,2941011b-f214-4430-8a14-e791ed0805bb,like,12/19/2020 16:42,video,food,positive,20,,,,,,,,,,
eaddee3e-3a23-47cd-9785-ab7f2120a293,2941011b-f214-4430-8a14-e791ed0805bb,like,10/04/2020 22:22,video,studying,positive,20,,,,,,,,,,
0adb9a94-210a-4e84-bca1-13db9452ff0e,2941011b-f214-4430-8a14-e791ed0805bb,like,12/17/2020 18:04,video,food,positive,20,,,,,,,,,,
86346263-02db-4020-a216-9e54f502f643,2941011b-f214-4430-8a14-e791ed0805bb,scared,07/15/2020 02:19,photo,veganism,negative,65,,,,,,,,,,
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,2941011b-f214-4430-8a14-e791ed0805bb,indifferent,05/15/2021 01:12,photo,fitness,neutral,5,,,,,,,,,,
65545cfb-59bb-4dc1-a38b-82f268210da2,2941011b-f214-4430-8a14-e791ed0805bb,dislike,04/24/2021 04:14,photo,fitness,negative,0,,,,,,,,,,
b56a9e24-d0f2-4599-b893-c2889a15e1d6,2941011b-f214-4430-8a14-e791ed0805bb,love,06/01/2021 07:43,photo,travel,positive,65,,,,,,,,,,
d706b190-216c-4103-9107-fb7304766d68,2941011b-f214-4430-8a14-e791ed0805bb,worried,07/01/2020 22:04,video,studying,negative,12,,,,,,,,,,
43da458b-66fe-4723-996c-57dcfad67edf,2941011b-f214-4430-8a14-e791ed0805bb,want,02/05/2021 13:27,GIF,veganism,positive,15,,,,,,,,,,
ebdf5d36-9ecc-44d7-b641-d33805709452,2941011b-f214-4430-8a14-e791ed0805bb,like,08/12/2020 17:15,video,studying,positive,20,,,,,,,,,,
da8f7258-6757-4a7e-892e-a16b925ef83b,2941011b-f214-4430-8a14-e791ed0805bb,dislike,12/21/2020 15:22,video,studying,negative,0,,,,,,,,,,
e611ee64-7ada-428d-aa37-94c8c0782a91,2941011b-f214-4430-8a14-e791ed0805bb,peeking,05/11/2021 01:02,video,studying,neutral,65,,,,,,,,,,
e96d9fcb-b5be-4382-b809-6315dbe6f89a,2941011b-f214-4430-8a14-e791ed0805bb,adore,03/27/2021 03:02,video,studying,positive,72,,,,,,,,,,
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,2941011b-f214-4430-8a14-e791ed0805bb,interested,03/29/2021 01:28,video,studying,positive,30,,,,,,,,,,
2d10f5b0-c590-429f-8b68-52c239617d26,2941011b-f214-4430-8a14-e791ed0805bb,hate,01/31/2021 20:25,GIF,veganism,negative,5,,,,,,,,,,
daeddfcc-c030-4674-8317-56a23ab81799,2941011b-f214-4430-8a14-e791ed0805bb,like,04/17/2021 06:34,video,studying,positive,20,,,,,,,,,,
c84f903e-32ae-4ce1-b66b-d876439fccf5,2941011b-f214-4430-8a14-e791ed0805bb,indifferent,03/14/2021 23:55,video,studying,neutral,5,,,,,,,,,,
def0559c-73c2-48f9-b85d-0c807659207f,2941011b-f214-4430-8a14-e791ed0805bb,adore,01/10/2021 09:35,video,studying,positive,72,,,,,,,,,,
96d90aa6-a75b-4a75-9565-45f6cc8c9e98,2941011b-f214-4430-8a14-e791ed0805bb,adore,10/28/2020 18:06,video,dogs,positive,72,,,,,,,,,,
a82b8250-08aa-47a5-97c4-19f30f236179,2941011b-f214-4430-8a14-e791ed0805bb,hate,08/11/2020 00:53,photo,travel,negative,5,,,,,,,,,,
732e236f-f063-42b6-b5c1-24938385a126,2941011b-f214-4430-8a14-e791ed0805bb,worried,03/04/2021 19:06,photo,fitness,negative,12,,,,,,,,,,
69ce055c-e0bd-46c5-b856-bf2254d1c490,2941011b-f214-4430-8a14-e791ed0805bb,indifferent,08/03/2020 04:44,photo,fitness,neutral,5,,,,,,,,,,
